Timestamp,X,Y,Z
0.022,0.36391863,0.38307226,10.036493
0.043,0.36391863,0.38307226,10.036493
0.064,0.40222588,0.26815057,9.749189
0.085,0.51714754,0.30645782,9.672574
0.106,0.51714754,0.30645782,9.672574
0.126,0.47884032,0.2873042,9.749189
0.147,0.36391863,0.30645782,9.730036
0.168,0.40222588,0.30645782,9.80665
0.189,0.42137948,0.2873042,9.80665
0.21,0.42137948,0.2873042,9.844957
0.23,0.42137948,0.26815057,9.864111
0.251,0.42137948,0.2873042,9.844957
0.272,0.47884032,0.2873042,9.672574
0.292,0.49799395,0.34476504,9.672574
0.313,0.51714754,0.36391863,9.844957
0.334,0.4596867,0.3256114,9.825804
0.357,0.51714754,0.30645782,9.730036
0.378,0.51714754,0.30645782,9.730036
0.399,0.51714754,0.30645782,9.844957
0.419,0.53630114,0.30645782,9.615113
0.44,0.53630114,0.30645782,9.615113
0.461,0.4405331,0.26815057,9.80665
0.482,0.36391863
0.502,0.38307226,0.30645782,9.864111
0.524,0.4405331,0.30645782,9.691728
0.545,0.51714754,0.2873042,9.730036
0.565,0.49799395,0.2873042,9.768343
0.586,0.49799395,0.3256114,9.672574
0.607,0.49799395,0.3256114,9.672574
0.628,0.49799395,0.3256114,9.710881
0.649,0.49799395,0.30645782,9.787497
0.669,0.49799395,0.30645782,9.787497
0.69,0.5554548,0.34476504,9.787497
0.711,0.53630114,0.38307226,9.787497
0.736,0.5554548,0.34476504,9.825804
0.757,0.5554548,0.34476504,9.825804
0.778,0.593762,0.2873042,9.787497
0.798,0.593762,0.3256114,9.730036
0.819,0.5554548,0.3256114,9.691728
0.84,0.53630114,0.30645782,9.768343
0.861,0.51714754,0.24899697,9.691728
0.882,0.51714754,0.22984335,9.730036
0.902,0.5746084,0.22984335,9.883265
0.923,0.5746084
0.944,0.6895301,0.21068974,9.634267
0.964,0.72783726,0.114921674,9.576806
0.985,0.72783726,0.095768064,9.710881
1.006,0.6512228,0.076614454,9.998186
1.027,0.6895301,0.076614454,9.940725
1.048,0.82360536,0.057460837,9.710881
1.069,0.84275895,0.057460837,9.65342
1.089,0.63206923,0.095768064,9.691728
1.11,0.593762,0.17238252,9.864111
1.131,0.593762,0.17238252,9.864111
1.152,0.49799395,0.13407528,9.730036
1.172,0.49799395,0.15322891,9.691728
1.193,0.49799395,0.15322891,9.557652
1.214,0.49799395,0.19153613,9.38527
1.234,0.4405331,0.21068974,9.308656
1.255,0.24899697,0.30645782,9.634267
1.276,0.24899697,0.30645782,9.634267
1.297,0.21068974,0.36391863,9.940725
1.319,0.36391863,0.4596867,9.576806
1.339,0.36391863,0.4596867,9.576806
1.36,0.97683424,0.6703764,9.289502
1.381,1.0726023,0.72783726,9.366117
1.403,0.97683424,0.84275895,9.500192
1.424,0.3256114,0.93852705,10.055647
1.445,0.2873042,0.9193734,9.691728
1.466,0.2873042,0.9193734,9.691728
1.487,0.7661445,1.0342951,9.902418
1.507,0.84275895,1.0534487,10.036493
1.529,0.95768064,1.0534487,10.228029
1.55,0.6895301,0.84275895,10.304644
1.571,0.49799395,0.6703764,10.208876
1.592,0.40222588,0.47884032,10.093954
1.613,0.4596867,0.53630114,9.921572
1.634,0.51714754
1.655,0.9193734,0.53630114,9.4618845
1.676,0.95768064,0.5554548,9.404424
1.697,0.93852705,0.51714754,9.38527
1.718,0.84275895,0.4596867,9.423577
1.739,0.72783726,0.47884032,9.672574
1.76,0.7852981,0.51714754,9.672574
1.781,0.7852981,0.51714754,9.672574
1.802,0.9193734,0.61291564,9.212888
1.823,0.9193734,0.5554548,9.38527
1.843,0.9193734,0.5554548,9.38527
1.864,0.95768064,0.5746084,9.59596
1.885,0.9193734,0.70868367,9.921572
1.906,0.9193734,0.70868367,9.921572
1.927,1.0534487,0.7469909,9.998186
1.948,1.0534487,0.7661445,10.228029
1.968,1.0151415,0.6512228,10.228029
1.989,1.3982137,0.4596867,10.151415
2.009,1.6472107,0.40222588,10.228029
2.03,0.38307226,0.4405331,11.645396
2.051,-0.93852705,0.19153613,12.813767
2.071,-0.9959879,0.076614454,12.220005
2.092,-0.9959879,0.076614454,12.220005
2.113,-0.7661445,-0.21068974,9.940725
2.134,-0.19153613,0.0,8.983045
2.154,-0.038307227,0.076614454,8.925584
2.175,0.4405331,0.30645782,9.346963
2.196,0.38307226,0.593762,9.959879
2.217,0.114921674,0.593762,10.266336
2.238,-0.84275895,0.38307226,10.783484
2.258,-0.82360536,0.15322891,10.611101
2.279,-0.7469909,0.114921674,10.419565
2.3,-0.26815057,0.30645782,9.442731
2.321,-0.13407528,0.40222588,9.059659
2.341,0.076614454,0.36391863,9.078813
2.362,0.3256114,0.114921674,8.829816
2.383,0.49799395,-0.076614454,8.772355
2.404,0.6703764,-0.076614454,8.580818
2.424,0.70868367,0.019153614,8.7532015
2.445,0.6895301,0.038307227,8.925584
2.466
2.487,0.5554548,-0.15322891,9.423577
2.508,0.593762,-0.42137948,9.270349
2.529,0.70868367,-0.4596867,9.136273
2.55,0.72783726,-0.47884032,9.212888
2.571,0.70868367,-0.42137948,9.481038
2.592,0.80445176,-0.36391863,9.4618845
2.612,0.7469909,-0.40222588,9.423577
2.633,0.97683424,-0.49799395,9.232041
2.654,1.2066776,-0.5554548,9.136273
2.674,1.4748282,-0.47884032,9.270349
2.695,1.4939818,-0.40222588,9.557652
2.716,1.3982137,-0.30645782,9.691728
2.737,1.187524,-0.30645782,10.151415
2.757,1.091756,-0.40222588,10.381258
2.78,0.86191255,-0.42137948,10.745176
2.801,0.6512228,-0.42137948,10.97502
2.821,0.6512228,-0.42137948,10.97502
2.842,1.5705962,-0.5554548,10.515333
2.863,0.86191255,0.038307227,10.745176
2.884,0.61291564,0.15322891,10.955867
2.905,-0.22984335,0.593762,11.415553
2.926,-0.9193734,0.40222588,11.511321
2.947,-1.2449849,0.114921674,11.434707
2.968,-1.3215992,-0.114921674,10.802638
2.988,-0.49799395,-0.24899697,9.825804
3.009,0.24899697,-0.095768064,9.040505
3.03,0.24899697,-0.095768064,9.040505
3.051,-0.63206923,1.0726023,9.59596
3.072,-1.2066776,1.0726023,10.687716
3.092,-1.2449849,0.8810662,10.630255
3.115,-0.63206923,0.15322891,9.768343
3.136,0.0,0.13407528,8.887277
3.157,0.24899697,0.2873042,8.331821
3.179,0.24899697,0.2873042,8.331821
3.2,0.6895301,0.593762,8.255207
3.221,0.34476504,0.49799395,8.734048
3.242,0.13407528,0.21068974,9.308656
3.263,0.13407528,0.15322891,9.327809
3.283,0.24899697,0.24899697,9.097966
3.304,0.34476504,0.26815057,9.059659
3.325,0.5746084,0.34476504,8.90643
3.346,0.63206923,0.3256114,8.963891
3.367,0.82360536,0.21068974,9.059659
3.387,1.1492168,0.19153613,9.021352
3.408,1.1683704,0.24899697,9.002198
3.429,1.283292,0.36391863,9.289502
3.45,1.2449849,0.4596867,9.825804
3.471,1.3024457,0.4596867,10.036493
3.492,1.1109096,0.4596867,10.247183
