1	1510594002726	-0.957	-6.844	6.36	fastkick40hz
2	1510594002727	-0.957	-6.844	6.36	fastkick40hz
3	1510594002728	-0.957	-6.844	6.36	fastkick40hz
4	1510594002729	-0.957	-6.844	6.36	fastkick40hz
5	1510594002730	-0.957	-6.844	6.36	fastkick40hz
6	1510594002731	-0.957	-6.844	6.36	fastkick40hz
7	1510594002732	-0.957	-6.844	6.36	fastkick40hz
8	1510594002733	-0.957	-6.844	6.36	fastkick40hz
9	1510594002734	-0.957	-6.844	6.36	fastkick40hz
10	1510594002735	-0.957	-6.844	6.36	fastkick40hz
11	1510594002736	-0.957	-6.844	6.36	fastkick40hz
12	1510594002737	-0.957	-6.844	6.36	fastkick40hz
13	1510594002738	-1.011	-6.887	6.56	fastkick40hz
14	1510594002739	-1.04	-6.914	6.609	fastkick40hz
15	1510594002740	-1.03	-6.926	6.595	fastkick40hz
16	1510594002741	-1.036	-6.936	6.596	fastkick40hz
17	1510594002742	-1.032	-6.939	6.608	fastkick40hz
18	1510594002743	-1.03	-6.942	6.619	fastkick40hz
19	1510594002744	-1.043	-6.921	6.606	fastkick40hz
20	1510594002745	-1.052	-6.915	6.602	fastkick40hz
21	1510594002750	-1.031	-6.92	6.611	fastkick40hz
22	1510594002755	-1.042	-6.926	6.621	fastkick40hz
23	1510594002760	-1.038	-6.935	6.611	fastkick40hz
24	1510594002765	-1.032	-6.928	6.642	fastkick40hz
25	1510594002770	-1.051	-6.93	6.617	fastkick40hz
26	1510594002775	-1.059	-6.927	6.627	fastkick40hz
27	1510594002780	-1.049	-6.924	6.609	fastkick40hz
28	1510594002785	-1.038	-6.904	6.601	fastkick40hz
29	1510594002790	-1.038	-6.924	6.594	fastkick40hz
30	1510594002795	-1.035	-6.921	6.629	fastkick40hz
31	1510594002800	-1.041	-6.928	6.585	fastkick40hz
32	1510594002805	-1.033	-6.928	6.613	fastkick40hz
33	1510594002810	-1.057	-6.923	6.576	fastkick40hz
34	1510594002816	-1.036	-6.903	6.608	fastkick40hz
35	1510594002820	-1.032	-6.906	6.607	fastkick40hz
36	1510594002825	-1.005	-6.91	6.601	fastkick40hz
37	1510594002830	-1.03	-6.916	6.611	fastkick40hz
38	1510594002835	-1.034	-6.91	6.639	fastkick40hz
39	1510594002840	-1.058	-6.936	6.604	fastkick40hz
40	1510594002846	-1.079	-6.905	6.612	fastkick40hz
41	1510594002851	-1.065	-6.917	6.615	fastkick40hz
42	1510594002856	-1.048	-6.938	6.592	fastkick40hz
43	1510594002861	-1.033	-6.921	6.612	fastkick40hz
44	1510594002866	-1.046	-6.959	6.621	fastkick40hz
45	1510594002871	-1.054	-6.943	6.621	fastkick40hz
46	1510594002876	-1.054	-6.925	6.626	fastkick40hz
47	1510594002881	-1.037	-6.938	6.614	fastkick40hz
48	1510594002886	-1.063	-6.965	6.601	fastkick40hz
49	1510594002891	-1.049	-6.926	6.608	fastkick40hz
50	1510594002896	-1.033	-6.924	6.59	fastkick40hz
51	1510594002901	-1.025	-6.933	6.62	fastkick40hz
52	1510594002906	-1.02	-6.945	6.612	fastkick40hz
53	1510594002911	-1.002	-6.93	6.6	fastkick40hz
54	1510594002916	-0.997	-6.926	6.605	fastkick40hz
55	1510594002921	-0.994	-6.912	6.602	fastkick40hz
56	1510594002926	-1.037	-6.923	6.561	fastkick40hz
57	1510594002931	-1.048	-6.916	6.578	fastkick40hz
58	1510594002936	-1.002	-6.961	6.588	fastkick40hz
59	1510594002941	-1.003	-6.935	6.602	fastkick40hz
60	1510594002947	-1.028	-6.922	6.616	fastkick40hz
61	1510594002952	-1.005	-6.923	6.59	fastkick40hz
62	1510594002957	-1.011	-6.932	6.618	fastkick40hz
63	1510594002962	-1.024	-6.933	6.648	fastkick40hz
64	1510594002967	-0.984	-6.956	6.62	fastkick40hz
65	1510594002972	-1.045	-6.96	6.585	fastkick40hz
66	1510594002977	-1.045	-6.914	6.595	fastkick40hz
67	1510594002982	-1.063	-6.918	6.618	fastkick40hz
68	1510594002987	-1.032	-6.918	6.605	fastkick40hz
69	1510594002992	-1.024	-6.913	6.615	fastkick40hz
70	1510594002997	-1.035	-6.936	6.598	fastkick40hz
71	1510594003002	-0.993	-6.929	6.617	fastkick40hz
72	1510594003007	-1.004	-6.94	6.614	fastkick40hz
73	1510594003012	-1.009	-6.91	6.596	fastkick40hz
74	1510594003017	-0.999	-6.9	6.592	fastkick40hz
75	1510594003022	-1.014	-6.933	6.612	fastkick40hz
76	1510594003027	-1.009	-6.902	6.59	fastkick40hz
77	1510594003032	-1.1	-6.929	6.583	fastkick40hz
78	1510594003037	-1.018	-6.875	6.635	fastkick40hz
79	1510594003042	-0.987	-6.946	6.598	fastkick40hz
80	1510594003047	-0.98	-6.934	6.654	fastkick40hz
81	1510594003053	-1.048	-6.941	6.623	fastkick40hz
82	1510594003058	-1.066	-6.924	6.612	fastkick40hz
83	1510594003063	-1.018	-6.901	6.628	fastkick40hz
84	1510594003068	-1	-6.916	6.629	fastkick40hz
85	1510594003073	-1.023	-6.941	6.605	fastkick40hz
86	1510594003078	-1.039	-6.92	6.619	fastkick40hz
87	1510594003083	-1.048	-6.921	6.624	fastkick40hz
88	1510594003088	-1.035	-6.919	6.607	fastkick40hz
89	1510594003093	-1.045	-6.927	6.649	fastkick40hz
90	1510594003098	-1.075	-6.95	6.588	fastkick40hz
91	1510594003103	-1.105	-6.933	6.596	fastkick40hz
92	1510594003109	-1.074	-6.947	6.614	fastkick40hz
93	1510594003113	-0.998	-6.953	6.606	fastkick40hz
94	1510594003118	-0.96	-6.948	6.62	fastkick40hz
