1	1510594100071	-1.228	-7.086	6.371	walk10hz
2	1510594100091	-1.205	-7.136	6.377	walk10hz
3	1510594100111	-1.219	-7.097	6.358	walk10hz
4	1510594100131	-1.21	-7.101	6.343	walk10hz
5	1510594100151	-1.217	-7.085	6.33	walk10hz
6	1510594100172	-1.238	-7.119	6.362	walk10hz
7	1510594100192	-1.238	-7.141	6.341	walk10hz
8	1510594100212	-1.187	-7.128	6.376	walk10hz
9	1510594100233	-1.213	-7.094	6.408	walk10hz
10	1510594100252	-1.204	-7.144	6.373	walk10hz
11	1510594100273	-1.218	-7.116	6.344	walk10hz
12	1510594100293	-1.183	-7.114	6.368	walk10hz
13	1510594100313	-1.219	-7.106	6.338	walk10hz
14	1510594100333	-1.219	-7.117	6.342	walk10hz
15	1510594100354	-1.216	-7.102	6.339	walk10hz
16	1510594100374	-1.199	-7.126	6.36	walk10hz
17	1510594100394	-1.199	-7.127	6.37	walk10hz
18	1510594100414	-1.211	-7.095	6.312	walk10hz
19	1510594100434	-1.234	-7.117	6.347	walk10hz
20	1510594100455	-1.253	-7.102	6.365	walk10hz
21	1510594100475	-1.207	-7.12	6.346	walk10hz
22	1510594100495	-1.183	-7.138	6.377	walk10hz
23	1510594100515	-1.149	-7.148	6.367	walk10hz
24	1510594100535	-1.208	-7.097	6.381	walk10hz
25	1510594100556	-1.225	-7.1	6.349	walk10hz
26	1510594100576	-1.179	-7.108	6.413	walk10hz
27	1510594100597	-1.184	-7.125	6.37	walk10hz
28	1510594100616	-1.239	-7.114	6.366	walk10hz
29	1510594100636	-1.183	-7.181	6.382	walk10hz
30	1510594100656	-1.171	-7.141	6.382	walk10hz
31	1510594100677	-1.255	-7.042	6.364	walk10hz
32	1510594100697	-1.263	-7.057	6.38	walk10hz
33	1510594100717	-1.259	-7.071	6.346	walk10hz
34	1510594100737	-1.255	-7.109	6.296	walk10hz
35	1510594100758	-1.246	-7.146	6.391	walk10hz
36	1510594100778	-1.31	-7.129	6.332	walk10hz
37	1510594100798	-1.273	-7.1	6.347	walk10hz
38	1510594100818	-1.165	-7.148	6.36	walk10hz
39	1510594100838	-1.141	-7.135	6.365	walk10hz
40	1510594100858	-1.208	-7.094	6.436	walk10hz
41	1510594100879	-1.174	-7.096	6.37	walk10hz
42	1510594100899	-1.235	-7.106	6.395	walk10hz
43	1510594100919	-1.247	-7.178	6.381	walk10hz
44	1510594100939	-1.413	-7.081	6.372	walk10hz
45	1510594100959	-1.094	-7.044	6.466	walk10hz
46	1510594100980	-0.782	-7.056	6.447	walk10hz
47	1510594101000	-1.184	-7.038	6.356	walk10hz
48	1510594101020	-1.112	-7.051	6.388	walk10hz
49	1510594101040	-1.238	-7.015	6.376	walk10hz
50	1510594101060	-1.115	-7.143	6.297	walk10hz
51	1510594101080	-1.236	-7.205	6.375	walk10hz
52	1510594101101	-1.405	-6.96	6.359	walk10hz
53	1510594101121	-1.215	-7.048	6.307	walk10hz
54	1510594101141	-1.202	-7.147	6.399	walk10hz
