1	1510594137160	-1.808	-6.941	6.17	run40hz
2	1510594137161	-1.808	-6.941	6.17	run40hz
3	1510594137162	-1.808	-6.941	6.17	run40hz
4	1510594137163	-1.808	-6.941	6.17	run40hz
5	1510594137164	-1.808	-6.941	6.17	run40hz
6	1510594137165	-1.808	-6.941	6.17	run40hz
7	1510594137166	-1.808	-6.941	6.17	run40hz
8	1510594137167	-1.808	-6.941	6.17	run40hz
9	1510594137168	-1.808	-6.941	6.17	run40hz
10	1510594137169	-1.869	-6.964	6.287	run40hz
11	1510594137170	-1.885	-6.998	6.335	run40hz
12	1510594137171	-1.913	-6.997	6.326	run40hz
13	1510594137172	-1.946	-6.975	6.315	run40hz
14	1510594137173	-1.933	-7.006	6.348	run40hz
15	1510594137174	-1.927	-7.014	6.337	run40hz
16	1510594137176	-1.914	-7.014	6.335	run40hz
17	1510594137177	-1.969	-7.002	6.44	run40hz
18	1510594137178	-2.113	-7.034	6.571	run40hz
19	1510594137179	-2.085	-7.03	6.544	run40hz
20	1510594137182	-2	-7.148	6.381	run40hz
21	1510594137187	-1.821	-7.148	6.205	run40hz
22	1510594137192	-1.874	-7.185	6.169	run40hz
23	1510594137197	-1.926	-7.054	6.137	run40hz
24	1510594137202	-1.842	-7.042	6.212	run40hz
25	1510594137207	-1.851	-6.956	6.269	run40hz
26	1510594137212	-1.946	-6.947	6.313	run40hz
27	1510594137217	-2.024	-7.026	6.298	run40hz
28	1510594137222	-2.032	-7.068	6.289	run40hz
29	1510594137227	-1.987	-7.098	6.236	run40hz
30	1510594137233	-1.925	-7.139	6.268	run40hz
31	1510594137238	-1.89	-7.118	6.267	run40hz
32	1510594137243	-1.876	-7.065	6.245	run40hz
33	1510594137248	-1.917	-7.038	6.239	run40hz
34	1510594137253	-1.9	-6.978	6.262	run40hz
35	1510594137258	-1.895	-6.986	6.273	run40hz
36	1510594137263	-1.928	-6.952	6.314	run40hz
37	1510594137268	-1.946	-6.884	6.317	run40hz
38	1510594137273	-1.942	-6.832	6.332	run40hz
39	1510594137278	-1.999	-6.911	6.311	run40hz
40	1510594137283	-1.981	-6.998	6.349	run40hz
41	1510594137288	-1.932	-7.111	6.346	run40hz
42	1510594137293	-1.909	-7.162	6.25	run40hz
43	1510594137299	-1.896	-7.191	6.275	run40hz
44	1510594137303	-1.868	-7.221	6.287	run40hz
45	1510594137308	-1.784	-7.296	6.301	run40hz
46	1510594137314	-1.951	-7.482	6.389	run40hz
47	1510594137319	-1.907	-7.166	6.173	run40hz
48	1510594137324	-1.892	-7.238	6.272	run40hz
49	1510594137329	-1.883	-7.123	6.281	run40hz
