Timestamp,X,Y,Z
0.011,0.5746084,-9.576806
0.032,0.6512228,-9.59596,2.2984335
0.053,0.6512228,-9.59596,2.2984335
0.074,0.6703764,-9.59596,2.27928
0.094,0.593762,-9.59596,2.3175871
0.115,0.593762,-9.59596,2.3175871
0.136,0.61291564,-9.576806,2.3367407
0.157,0.7469909,-9.557652,2.2218192
0.178,0.7469909,-9.557652,2.2218192
0.199,0.7661445,-9.519345,2.27928
0.22,0.6895301,-9.557652,2.2984335
0.241,0.6895301,-9.576806,2.27928
0.262,0.7852981,-9.576806,2.2601264
0.283,0.7852981,-9.59596,2.2601264
0.304,0.72783726,-9.59596,2.27928
0.325,0.72783726,-9.59596,2.27928
0.347,0.63206923,-9.59596,2.3175871
0.367,0.6512228,-9.576806,2.2601264
0.388,0.72783726,-9.576806,2.2601264
0.412,0.6703764,-9.59596,2.27928
0.433,0.6703764,-9.59596,2.27928
0.454,0.6895301,-9.59596,2.2984335
0.475,0.6895301,-9.59596,2.2984335
0.496,0.6895301,-9.59596,2.2984335
0.517,0.9002198,-9.500192,2.2026656
0.538,0.6703764,-9.59596,2.3558943
0.559,0.7661445,-9.576806,2.2601264
0.58,0.7661445,-9.576806,2.2601264
0.601,0.82360536,-9.557652,2.432509
0.622,0.63206923,-9.538499,2.4708161
0.643,0.80445176,-9.59596,2.2218192
0.664,0.80445176,-9.59596,2.2218192
0.684,0.6512228,-9.59596,2.3175871
0.706,0.61291564,-9.576806,2.3558943
0.729,0.49799395,-9.634267,2.413355
0.75,0.51714754,-9.519345,2.3175871
0.771,0.47884032,-9.519345,2.27928
0.792,0.42137948,-9.59596,2.3367407
0.813,0.4596867,-9.59596,2.4899697
0.834,0.38307226,-9.65342,2.413355
0.855,0.38307226,-9.65342,2.413355
0.876,0.53630114,-9.59596,2.2026656
0.897,0.6703764,-9.576806,2.2218192
0.918,0.82360536,-9.576806,2.2601264
0.94,0.97683424,-9.538499,2.0877438
0.96,0.7469909,-9.730036,2.0494366
0.981,0.7852981,-9.576806,2.1643581
1.002,0.7852981,-9.576806,2.1643581
1.023,0.2873042,-9.65342,2.2409728
1.044,0.7661445,-9.519345,2.0494366
1.065,0.51714754,-9.65342,2.0685902
1.087,0.61291564,-9.576806,2.030283
1.108,0.40222588,-9.615113,2.0494366
1.13,0.34476504,-9.615113,2.0685902
1.15,0.593762,-9.691728,1.7621324
1.171,1.2641385,-9.691728,1.3790601
1.192,1.5514426,-9.423577,1.5514426
1.213,1.5514426,-9.423577,1.5514426
1.234,1.9345149,-9.538499,1.1492168
1.255,2.2984335,-9.691728,1.0534487
1.276,2.2984335,-9.691728,1.0534487
1.297,2.183512,-9.672574,0.97683424
1.318,0.593762,-9.844957,1.1683704
1.339,0.26815057,-9.825804,1.3215992
1.36,-0.38307226,-9.768343,1.4748282
1.381,-0.5746084,-9.940725,1.4748282
1.402,-0.72783726,-9.749189,1.532289
1.423,-0.72783726,-9.749189,1.532289
1.444,-0.84275895,-9.902418,1.3790601
1.465,-0.057460837,-9.902418,1.2449849
1.486,0.15322891,-9.787497,1.3215992
1.507,0.49799395,-9.710881,1.283292
1.527,0.93852705
1.548,1.1300632,-9.787497,1.0342951
1.57,1.1109096,-9.710881,1.0342951
1.592,0.8810662,-9.80665,1.0534487
1.613,0.93852705,-9.691728,1.0534487
1.634,0.84275895,-9.844957,1.1300632
1.655,0.63206923,-9.787497,1.2066776
1.676,0.21068974,-9.768343,1.3407528
1.697,0.21068974,-9.768343,1.3407528
1.718,0.019153614,-9.672574,1.3599066
1.739,0.2873042,-9.730036,1.2641385
1.76,0.2873042,-9.730036,1.2641385
1.78,0.21068974,-9.80665,1.2641385
1.802,0.70868367,-9.691728,1.3599066
1.823,0.6512228,-9.691728,1.4365209
1.844,0.7469909,-9.730036,1.2641385
1.865,1.0151415,-9.80665,1.1683704
1.886,1.1109096,-9.65342,1.283292
1.908,1.2066776,-9.65342,1.3024457
1.929,1.0726023,-9.710881,1.187524
1.95,0.86191255,-9.730036,1.3024457
1.971,0.70868367,-9.787497,1.3407528
1.993,0.2873042,-9.749189,1.4939818
2.015,0.4405331,-9.787497,1.4173673
2.036,0.63206923,-9.710881,1.4365209
2.057,0.49799395,-9.730036,1.4556745
2.078,0.51714754,-9.730036,1.4365209
2.099,0.61291564,-9.730036,1.4365209
2.12,0.61291564,-9.730036,1.4365209
2.141,0.72783726,-9.730036,1.3599066
2.163,0.593762,-9.825804,1.5705962
2.184,0.593762,-9.825804,1.5705962
2.205,0.5746084,-9.710881,1.4939818
2.226,0.36391863,-9.749189,1.7429788
2.247,0.36391863,-9.749189,1.7429788
2.268,0.593762,-9.710881,1.7621324
2.289,0.7852981,-9.672574,1.6472107
2.31,0.7469909,-9.65342,1.6280571
2.33,0.6895301,-9.634267,1.7429788
2.351,0.6512228,-9.691728,1.8004396
2.372,0.593762,-9.691728,1.8387468
