Timestamp,X,Y,Z
0.017,1.6663643,-9.519345,2.0877438
0.038,1.7046715,-9.500192,2.1068974
0.059,1.7238251,-9.4618845,2.0685902
0.079,1.532289,-9.59596,2.1452045
0.1,1.532289,-9.538499,2.2218192
0.121,1.3790601,-9.519345,2.2984335
0.142,1.3407528,-9.538499,2.2601264
0.163,1.3407528,-9.538499,2.2601264
0.183,1.3407528,-9.538499,2.27928
0.204,1.4939818,-9.500192,2.3175871
0.225,1.5514426,-9.500192,2.27928
0.246,1.5514426,-9.481038,2.183512
0.267,1.4365209,-9.519345,2.2026656
0.287,1.5131354,-9.538499,2.2409728
0.308,1.3407528,-9.557652,2.413355
0.329,1.3407528,-9.500192,2.3367407
0.35,1.3024457,-9.538499,2.3367407
0.371,1.3024457,-9.538499,2.2218192
0.392,1.4173673,-9.519345,2.2409728
0.414,1.5131354,-9.500192,2.2409728
0.435,1.4173673,-9.519345,2.375048
0.456,1.3982137,-9.500192,2.3367407
0.477,1.4365209,-9.500192,2.2984335
0.498,1.4365209,-9.500192,2.2984335
0.519,1.283292,-9.519345,2.3175871
0.54,1.2258313,-9.500192,2.3942015
0.561,1.3024457,-9.59596,2.3942015
0.581,1.2258313,-9.576806,2.27928
0.602,1.2449849,-9.557652,2.2409728
0.623,1.4173673,-9.538499,2.2409728
0.644,1.3982137,-9.519345,2.3175871
0.665,1.3790601,-9.538499,2.3558943
0.685,1.3215992,-9.519345,2.3367407
0.706,1.3215992,-9.519345,2.3367407
0.727,1.2258313,-9.519345,2.2984335
0.748,1.2449849,-9.500192,2.2984335
0.769,1.2449849,-9.500192,2.2984335
0.791,1.3407528,-9.4618845,2.2984335
0.812,1.5705962,-9.481038,2.1452045
0.833,1.532289,-9.4618845,2.126051
0.854,1.781286,-9.404424,2.2601264
0.875,1.9153613,-9.423577,2.4899697
0.896,1.9153613,-9.404424,2.528277
0.917,1.9536685,-9.346963,2.3175871
0.937,1.7046715,-9.423577,2.2218192
0.958,1.187524,-9.538499,2.413355
0.979,1.7238251,-9.423577,2.5091233
1.0,1.8770541,-9.366117,2.7006595
1.021,1.6280571,-9.65342,2.8730419
1.041,1.9345149,-9.423577,2.7006595
1.062,1.6472107,-9.423577,2.5091233
1.083,0.6895301,-9.500192,3.1986532
1.104,0.13407528,-10.113108,3.65834
1.125,0.4596867,-8.925584,3.3327286
1.146,1.3599066,-8.868123,3.217807
1.166,1.1109096,-9.021352,3.715801
